y_true,p_raw,p_calibrated,p_mc_calibrated_mean,mc_std,predictive_entropy,raw_prediction,calibrated_prediction
0,0.06322594,0.05094135714228329,0.0772847798737011,0.07805123705600459,0.3925389279595941,0,0
1,0.9757028,0.9821298427919891,0.8646187284247592,0.1568949048187971,0.5720137717834113,1,1
0,0.0035753571,0.0022188964673695685,0.01954127791191925,0.024194744444608757,0.13885714804296814,0,0
1,0.99834317,0.9990376105934491,0.9876855919376516,0.020250987434362704,0.09577265239978515,1,1
1,0.9991792,0.999551019866369,0.9959087484212124,0.006713600773316562,0.038347226687020626,1,1
0,0.054631073,0.04338728070675156,0.10255988532949735,0.1030404134451661,0.4770581091593192,0,0
0,0.99748474,0.9984856487479166,0.9835453620099496,0.026110047544515236,0.12104232102751902,1,1
1,0.99581575,0.9973676331462,0.9776255384898956,0.037202756024749865,0.15457255258965344,1,1
1,0.9959424,0.9974541060366008,0.9913145839314375,0.012971732152782172,0.07194652073188094,1,1
1,0.99999803,0.9999993559599762,0.9999821740686086,4.352402194497284e-05,0.0003069330401770651,1,1
0,0.62470025,0.6347954850143642,0.535616743722345,0.23456048443123861,0.9963366295953904,1,1
1,0.9735668,0.9804069286526057,0.8931269977067389,0.1453835175423786,0.4904113350111775,1,1
1,0.12840533,0.11126642587009804,0.2710529431975319,0.20455889051818113,0.842971489150095,0,0
1,0.9925637,0.9950812964932315,0.9616137912143392,0.04586374608580531,0.23484345088456623,1,1
1,0.9941034,0.9961780445083359,0.9865687339845747,0.024945672582161176,0.10276562021172465,1,1
1,0.97385377,0.9806392329550991,0.9148839170721622,0.08800450118710433,0.4199543310978538,1,1
1,0.999212,0.9995704842122827,0.9929761391937358,0.009177723206292041,0.06034294709664916,1,1
1,0.99894726,0.999411787869309,0.9940618785716575,0.011858676221045545,0.05245843817582485,1,1
1,0.9999928,0.9999973628516569,0.9999097611738635,0.00040366282911316343,0.0013426203706749162,1,1
0,0.50205374,0.5022282506902238,0.2508867797417883,0.22090829867777856,0.8126806141318291,1,1
1,0.99285746,0.9952922493477423,0.9711971547629432,0.048948656423979255,0.18835219234765535,1,1
0,0.0191321,0.0137669662263149,0.03317707640493847,0.04476694939816115,0.21008265970597295,0,0
1,0.99991006,0.9999592446421075,0.9990121362641744,0.0017890697542232974,0.011286721079085656,1,1
1,0.99999785,0.999999292196774,0.9999715020204996,0.00010844907666803067,0.00047139805467367817,1,1
1,0.9975162,0.9985062160018855,0.9836134642234058,0.030167686214561038,0.12064021389335075,1,1
1,0.9996403,0.9998166032861514,0.9976669226077819,0.004432479768963173,0.023761368763984964,1,1
1,0.9999991,0.99999972622572,0.9999768370108305,5.389512585189943e-05,0.0003900762580137173,1,1
1,0.9997228,0.9998617617887156,0.9990848776611911,0.003056729628750614,0.010556652237327803,1,1
0,0.028933577,0.021627163086815768,0.19753841297138608,0.2024867204533584,0.7169775178269076,0,0
1,0.9998207,0.9999138504375785,0.9990063633178334,0.00187592259222942,0.01134432216945877,1,1
1,0.99984276,0.9999252862034612,0.9982843416152015,0.003024734313089259,0.01823483862270178,1,1
0,0.011542643,0.007937073900081165,0.011031943573799724,0.011285207131938941,0.08755917873706887,0,0
0,0.8644373,0.8818505066805317,0.6036472501476156,0.229054221636081,0.9687770669587604,1,1
0,0.02954458,0.022126928539151967,0.040777426611578085,0.04984279871844005,0.24584537719341795,0,0
1,0.95599324,0.9657756279230867,0.942843065398995,0.09321136384137374,0.31605406511428524,1,1
0,0.07668393,0.06298990038378727,0.12473031229122383,0.1258826942761804,0.5428068541100535,0,0
1,0.9999931,0.9999974808749277,0.9999030885926203,0.00024173297539968722,0.0014319241048138085,1,1
0,0.089947976,0.07509589244941339,0.11024978630131928,0.10955386714901967,0.5006689296164903,0,0
1,0.99999946,0.9999998427131923,0.999956155021248,0.00031038100638264217,0.0006980073377282588,1,1
1,0.99978995,0.9998977033749206,0.9987243168018111,0.0021956494090919786,0.01410432163561583,1,1
0,0.95892334,0.9682645861017242,0.8134223387813897,0.15679952870423655,0.69425704024671,1,1
1,0.99993664,0.9999721328578601,0.9995011841762355,0.0012896296740653025,0.006191072703431068,1,1
0,0.92062104,0.9345679307924093,0.7825637940068885,0.1594359877945102,0.7554583821150922,1,1
0,0.96809447,0.9759324736531947,0.9209083888985709,0.07932723399368795,0.39897031010128325,1,1
1,0.99952585,0.9997525004889278,0.9982012471690745,0.003132211523496212,0.01899516097924341,1,1
0,0.15369558,0.13577153187743118,0.2250395342123295,0.19178196046615226,0.7692633623084986,0,0
1,0.9999854,0.9999943304057537,0.9998163328663787,0.00040320779192995086,0.00254437412634715,1,1
0,0.029382369,0.021994147829359566,0.04355254477235393,0.040461540472873314,0.2583498369895287,0,0
0,0.154059,0.1361272650505812,0.17992614492233006,0.16004574168146793,0.6799154517057328,0,0
1,0.99811566,0.9988933111914513,0.9897320747662647,0.026225108160617596,0.08256412302809193,1,1
0,0.2525515,0.23554668792282718,0.18798695668690615,0.16263728714934483,0.6972412838535682,0,0
0,0.007988592,0.005317378777623698,0.018564596835888535,0.01971960942767778,0.13330349735033595,0,0
1,0.99486417,0.9967109774535095,0.990390904987041,0.01928192645045058,0.07819040683058866,1,1
1,0.9449475,0.956245102147129,0.9226607279394555,0.0914197345648949,0.3927338507695963,1,1
0,0.36198273,0.3509354845223197,0.14956422169616893,0.14094910334795926,0.6087486941056086,0,0
1,0.9960879,0.9975531450150903,0.9910361477281288,0.012192917727207568,0.07384309446980317,1,1
1,0.9999232,0.99996567868335,0.9994192665315732,0.0010828288985458494,0.007080367633138806,1,1
1,0.9950144,0.9968154412610338,0.9752743554984739,0.04710929383223027,0.1672086168038472,1,1
1,0.99930817,0.9996270549293057,0.9947102081455307,0.008939063306320298,0.0476157749130782,1,1
1,0.35031727,0.3384679655789109,0.4682854369624873,0.26909756101251564,0.9970958865154337,0,0
1,0.99941826,0.999691002805406,0.9961965244001065,0.005734440025761872,0.03605091585324997,1,1
1,0.99615115,0.997596092993612,0.9922873798809252,0.013541530141475308,0.06521545103772179,1,1
0,0.005295417,0.0034002618196363526,0.01950306273950373,0.03444741383515591,0.13864122085868516,0,0
1,0.999828,0.9999176351676825,0.9868178943600371,0.038408641704265174,0.10121773639408259,1,1
1,0.9998887,0.999948654596983,0.9989628719572026,0.0019983211152910067,0.011776730927665966,1,1
1,0.93868476,0.9507480442345801,0.879416042379944,0.13391393208519337,0.531037107291787,1,1
0,0.8966225,0.9124412129699457,0.5225972853948812,0.2515602416895635,0.9985261101902605,1,1
1,0.99997795,0.9999911324591166,0.9991780711728384,0.0027925921813539032,0.009609006263116452,1,1
1,0.99981767,0.999912264386328,0.9975366943208486,0.004256510192649798,0.02489442657441192,1,1
0,0.23118773,0.2135390258279643,0.1331353742996922,0.12315385315133147,0.5659746853863923,0,0
0,0.07449474,0.0610130443125335,0.057526743819888294,0.05902599361397749,0.3175477530628781,0,0
1,0.9999308,0.9999693346900439,0.9989464016170975,0.00236400597481227,0.011939792004931846,1,1
1,0.99880546,0.9993253070837312,0.9841374570410392,0.028060970400765512,0.11753230280666434,1,1
1,0.99519813,0.9969427727224424,0.9699260451981998,0.041015275815737794,0.1947626020214784,1,1
1,0.99971086,0.9998552996420919,0.9958366901909453,0.005463548507598713,0.038917541949944116,1,1
0,0.010472423,0.00713921917601661,0.014063757063365578,0.021148977928215948,0.10666482750528199,0,0
1,0.996531,0.9978527282004926,0.9591016775009112,0.05817194102548319,0.24639591234567604,1,1
0,0.0006906927,0.0003722790666751967,0.0013190637434564337,0.0034535065250126174,0.01452027099324693,0,0
0,0.38933733,0.3802834135567193,0.23237711603889516,0.1505629863459643,0.7821321901156938,0,0
1,0.99999845,0.9999995027511063,0.9999419118193837,0.0002398845983608853,0.0009011828785966418,1,1
1,0.9996144,0.9998022483098133,0.9959450553796668,0.006627467423250269,0.038059175474541414,1,1
1,0.9988571,0.9993568957780784,0.9877379469559352,0.015591691087683233,0.0954413109915563,1,1
1,0.9998295,0.9999184090649779,0.9980985920091805,0.003136483994977478,0.019926829424997315,1,1
1,0.9999949,0.9999981792663863,0.9998309106721704,0.0004058928593243428,0.0023626006052500843,1,1
0,0.94924676,0.9599809399701101,0.7815127500818956,0.20197356035444328,0.7573956301940812,1,1
1,0.9996895,0.9998436761042363,0.9937317975716773,0.011813225174988059,0.05488373185745553,1,1
1,0.99477786,0.99665085302228,0.9682123425017483,0.05126460420742861,0.2032791349923807,1,1
1,0.9999653,0.9999855041310182,0.9989823659922589,0.0025234297103803593,0.011583245774961812,1,1
1,0.99998975,0.999996137595102,0.9998371760670908,0.0003195295235885368,0.002283927592844156,1,1
0,0.22651641,0.20875553394637805,0.2950146653915733,0.20628755837773438,0.8751112190783062,0,0
1,0.9989388,0.9994066527157471,0.992131996865756,0.01469535102205581,0.06630202023983396,1,1
0,0.19678901,0.17857959559759767,0.17093882512991457,0.17141537741529614,0.6598479137543452,0,0
0,0.006687839,0.0043827321455428255,0.016657989713497145,0.022922803753288548,0.12224055033673213,0,0
0,0.13374864,0.1164008833884531,0.24235853143110486,0.20854620253880463,0.7989404846607078,0,0
1,0.9999967,0.9999988789796462,0.9997503422276165,0.0007075700768223235,0.0033479795068480107,1,1
1,0.9996428,0.99981798790564,0.9968256796754266,0.004952607471939435,0.030917052705249675,1,1
0,0.20908684,0.19100519828692544,0.2244908857599534,0.18480267405403147,0.7682833582698056,0,0
1,0.9999917,0.9999969346344406,0.9997734297619342,0.0009293780324603872,0.003070091436271756,1,1
